Season,Episode,Title,Airdate,Description,Image
16,5,Fat Man and Little Boy,12 Dec. 2004,Bart begins designing T-shirt slogans\comma and his T-shirts become very popular among the citizens of Springfield.,https://m.media-amazon.com/images/M/MV5BMTdjMjJiZTYtM2M1YS00OGQwLTliYTYtNjUzZjVmNTU5YTM5XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,6,Midnight Rx,16 Jan. 2005,Homer goes to Canada with Apu and Ned to purchase Grampa's medication\comma but the three have problems getting home because the border guard thinks Apu is a terrorist.,https://m.media-amazon.com/images/M/MV5BNTE1M2I5MWItYzQ0ZS00YmJiLWJmZjgtOTE2YjlmZjllZDMwXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,7,Mommie Beerest,30 Jan. 2005,Homer gives Moe an enormous amount of money so he doesn't have to close down.,https://m.media-amazon.com/images/M/MV5BYzNiZjU3YTYtNjZmNC00ZGYxLTg5ZWUtYjVhYjkwYTBlZjMxXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,8,Homer and Ned's Hail Mary Pass,6 Feb. 2005,A video of Homer dancing becomes so popular that all major sports players hires Homer to design celebration dances for them.,https://m.media-amazon.com/images/M/MV5BM2E4MDc5MjQtOWU0ZS00YjVhLThjZGYtY2U5Y2Y3ZjQ4N2I0XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,9,Pranksta Rap,13 Feb. 2005,Bart went to a rap concert Marge told him not to go to. In order to avoid punishment from Marge\comma he makes Marge and Homer believe he has been kidnapped.,https://m.media-amazon.com/images/M/MV5BMWNmNWJkOTQtZjI0Mi00NWUwLWI5OTYtY2QyMGU2YzY3NmNmXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,10,There's Something About Marrying,20 Feb. 2005,A townsperson comes out of the closet when Springfield legalized same-sex marriages in a plot to bolster tourism; Homer uses the Internet to become a minister.,https://m.media-amazon.com/images/M/MV5BZTAzYTk1OTgtNjAyMC00ZTk4LWJkNjctNzZhYjc1YTVhZmRkXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
16,11,On a Clear Day I Can't See My Sister,6 Mar. 2005,After bullying her\comma Bart is restricted by court order to come too close to Lisa.,https://m.media-amazon.com/images/M/MV5BZmE3MDgxMGMtMzI0Yy00ZTJjLWIzMzUtMjYzYjk1OTM2MDM2XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,12,Goo Goo Gai Pan,13 Mar. 2005,Selma decides to adopt a child\comma so the whole family goes to China.,https://m.media-amazon.com/images/M/MV5BMTQzODM1NzQtOWI1NS00NzM1LTk5NjItMTUwOWFmZGVjMjAwXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,13,Mobile Homer,20 Mar. 2005,After a garage-cleaning accident\comma Marge wants Homer to get life insurance. Instead\comma the family gets an RV.,https://m.media-amazon.com/images/M/MV5BZmJmZDYxYmMtZTA3Yy00NjE4LWI5NGItM2VlM2UwYzY5YjhjXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,14,The Seven-Beer Snitch,3 Apr. 2005,Springfield builds an opera house\comma but since no-one attends it they convert it into a prison. Old and forgotten laws are used to fill the prison\comma and therefore Homer goes to jail for kicking a can five times in a row. In jail\comma Homer becomes a snitch,https://m.media-amazon.com/images/M/MV5BNTkzYmI3N2QtMzllZC00YjgzLTgwOGEtNzY5NDY3ODVkMGQwXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,15,Future-Drama,17 Apr. 2005,Bart and Lisa see into the future where their lives have changed.,https://m.media-amazon.com/images/M/MV5BMTQ0MDg1NDU2M15BMl5BanBnXkFtZTgwNjY3NTQ2MjE@._V1_.jpg
16,16,Don't Fear the Roofer,1 May 2005,Homer meets a new friend\comma Ray the Roofer\comma but gets confined to a mental institution when his friends and family think he made him up.,https://m.media-amazon.com/images/M/MV5BZjA1ZmVlYjAtYzczYS00YWUyLWI5YWYtYWY5NGI2MjUzOTRhXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
16,17,The Heartbroke Kid,1 May 2005,Bart starts living on food from the new candy machine in school only\comma but he becomes so overweight that he has to go to a fat camp.,https://m.media-amazon.com/images/M/MV5BZGUyYTg3NGQtZTNlOC00M2I1LWFmNTgtZmNkYTljODFkYjFkXkEyXkFqcGdeQXVyNzcwNjE5NDQ@._V1_.jpg
16,18,A Star Is Torn,8 May 2005,Lisa attends a singing competition for children\comma and Homer becomes her manager because of his skill to write songs that the crowd loves.,https://m.media-amazon.com/images/M/MV5BMjk2MmU3MTUtOWJjZC00ZTg1LTlkZDgtNTM4NzRlNGQ2NzgxXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,19,Thank God It's Doomsday,8 May 2005,Homer hears about the Rapture\comma and by using numerology to calculate when the Rapture is coming he learns that it is only one week away.,https://m.media-amazon.com/images/M/MV5BNzc4Nzg1YTgtYWI3Mi00MzM5LWFmMWEtMzk3ODQ0MDM2MWI5XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,20,Home Away from Homer,15 May 2005,After Homer humiliates Ned Flanders\comma Ned\comma Rod\comma and Todd decides to leave Springfield and live in Humbleton\comma Pennsylvania.,https://m.media-amazon.com/images/M/MV5BY2ZmNGE1NjItYjdmMy00YjhkLThiZDEtY2RjNzQ5NzQzMWI0XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
16,21,The Father\comma the Son\comma and the Holy Guest Star,15 May 2005,Bart is expelled from Springfield Elementary\comma and Bart is therefore enrolled in St. Jerome's Catholic School.,https://m.media-amazon.com/images/M/MV5BNjRjOTU3OTktMWQ5OC00Mjg0LThhMjAtOTQyZDEwY2I5ZDg3XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
17,1,The Bonfire of the Manatees,11 Sep. 2005,When Marge leaves Homer because he allowed an adult movie being shot in their house\comma she seeks self fulfillment in protecting manatees.,https://m.media-amazon.com/images/M/MV5BNmE4ZDE0ZDAtMjJjMS00ZTEzLThhOTgtYmJjOTRhMGFlZjY0XkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
17,2,The Girl Who Slept Too Little,18 Sep. 2005,A new cemetery right outside the window of Lisa's room makes Lisa suffer from many sleepless nights.,https://m.media-amazon.com/images/M/MV5BYWI3NzE2ODAtOTFiZS00NTkxLWJjOWEtMWFmZDMwZmM5NWEwXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,3,Milhouse of Sand and Fog,25 Sep. 2005,Maggie contracts the chicken pox and Homer gets the great idea to charge parents to get their own children sick by throwing a pox party\comma but his plan backfires.,https://m.media-amazon.com/images/M/MV5BZGFmN2FjMmItMWZhYi00ZmMyLWE1YTQtYTJkN2U5NmQ0YmFiXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,4,Treehouse of Horror XVI,6 Nov. 2005,An android son replaces Bart; Homer and friends are the quarry in Mr. Burns' hunting tournament; a witch turns townsfolk into their Halloween costumes.,https://m.media-amazon.com/images/M/MV5BMTEwMTI4MzkxMTVeQTJeQWpwZ15BbWU4MDg1NDU0NjIx._V1_.jpg
17,5,Marge's Son Poisoning,13 Nov. 2005,Marge and Bart start spending more time together\comma and make a tradition of cycling to a tea house in a small village outside Springfield.,https://m.media-amazon.com/images/M/MV5BZDUwODgyNzktODYyYi00NTU4LWE0NjctOWM2YWU3NjUwNGMzXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,6,See Homer Run,20 Nov. 2005,When a recall election puts Mayor Quimby's job up for grabs\comma Homer seizes the opportunity to win office and gain his daughter's love.,https://m.media-amazon.com/images/M/MV5BM2YzOTMwYWQtNzI3MC00MTlmLTk0NGYtOWE4MGY3NjU1NjU3XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,7,The Last of the Red Hat Mamas,27 Nov. 2005,Milhouse tutors Lisa in Italian\comma and Marge joins the Cheery Red Tomatoes\comma a group that plans to rob Mr. Burns of one million dollars worth of Fabergé eggs.,https://m.media-amazon.com/images/M/MV5BYWZkOTdkNzAtOTRkMy00ZmFjLTk2OTItYzUyOGFlYzQ4MDgzXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,8,The Italian Bob,11 Dec. 2005,The Simpsons become lost in Italy\comma finding their way to a small town that Sideshow Bob has become the mayor of.,https://m.media-amazon.com/images/M/MV5BNWQzNzY4NGQtZmU1Yy00NzNmLWI4MTAtYTc5ODQ3ZWM1MjM5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
17,9,Simpsons Christmas Stories,18 Dec. 2005,Homer tells the tale of the first Christmas ever\comma while Grandpa pursues his decade-old feud with Santa.,https://m.media-amazon.com/images/M/MV5BMTQ4NDcxODg5MV5BMl5BanBnXkFtZTgwODEzOTQ2MjE@._V1_.jpg
17,10,Homer's Paternity Coot,8 Jan. 2006,When a frozen mailman from the 60's is found in a Springfield glacier\comma doubts arise about whether Abe really is Homer's father.,https://m.media-amazon.com/images/M/MV5BZWI4N2M1MmQtYjVlMi00NTJhLWFhY2EtY2JkYjhlMDdlMzk5L2ltYWdlXkEyXkFqcGdeQXVyMzAwMjc2MQ@@._V1_.jpg
17,11,We're on the Road to D'ohwhere,29 Jan. 2006,When Homer is on his way to Vegas to meet up with his friends\comma he has to make a detour to take Bart to an education camp. Meanwhile\comma Marge has discovered a surprising source of income.,https://m.media-amazon.com/images/M/MV5BMWZmN2RhMGItNzljZC00NzcxLWFmZjQtNzI2MGQxNWE3NTI5XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,12,My Fair Laddy,26 Feb. 2006,Bart and Lisa bets whether Lisa can turn Groundskeeper Willie into a proper gentleman.,https://m.media-amazon.com/images/M/MV5BZTI5MDJmZmUtN2MzMS00NGY1LWIzYmQtOWM0YTcyZjJiMDJkXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,13,The Seemingly Never-Ending Story,12 Mar. 2006,In this story within a story within a story within a story\comma a cave-exploring expedition\comma an angry sheep and a lovestruck Moe become inextricably entwined.,https://m.media-amazon.com/images/M/MV5BMjMxNzIxMTEwNF5BMl5BanBnXkFtZTgwOTM5MjQ2MjE@._V1_.jpg
17,14,Bart Has Two Mommies,19 Mar. 2006,Marge starts babysitting the Flanders boys\comma leading Homer to spend more time with Bart and Lisa. Bart gets kidnapped by a lonely movie chimpanzee.,https://m.media-amazon.com/images/M/MV5BMmYyYzJhNWMtN2U0NC00YTAyLTg0MDQtYmY5NzViOWY2YjA4XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,15,Homer Simpson\comma This Is Your Wife,26 Mar. 2006,As part of a new Fox show\comma the Simpsons participate in a wife-swap.,https://m.media-amazon.com/images/M/MV5BYWZiZjg3NzAtODUxMy00MGE4LWI0ZDQtODczNzNjNTcwODhkXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,16,Million Dollar Abie,2 Apr. 2006,After blowing Springfield's chances for an NFL franchise\comma Grandpa goes to an assisted-suicide center\comma then becomes a bullfighter.,https://m.media-amazon.com/images/M/MV5BOTQ2NDAxNjMtMjdhYi00ODA0LWJjYjItYjA5MWQzZDc0OTE4XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,17,Kiss Kiss\comma Bang Bangalore,9 Apr. 2006,Homer gets sent to India when the power plant is relocated there. Selma and Patty kidnap Richard Dean Anderson after he spurns their MacGyver fan club.,https://m.media-amazon.com/images/M/MV5BYWQwNTc3ZDAtZmQxYy00ZGZiLWJjYjItOTBkZDUzYzA2OGZkXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,18,The Wettest Stories Ever Told,23 Apr. 2006,While waiting for the dinner at the Frying Dutchman\comma the family starts telling three stories about ships: Journey on the Mayflower\comma Mutiny on the Bounty\comma and The Neptune Adventure.,https://m.media-amazon.com/images/M/MV5BNTk2ODAwODQtYzBkYy00MjFlLThhYTEtNzE3NzQ2ZTM0NzI2XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,19,Girls Just Want to Have Sums,30 Apr. 2006,Springfield Elementary is divided into two separate schools (one for boys\comma one for girls) following Principal Skinner's demotion. Concerned that the boys are receiving a higher standard of education\comma Lisa disguises herself as a boy.,https://m.media-amazon.com/images/M/MV5BYmQ4Mzc0NDMtZDkwYy00ZTRiLTg0NjYtZGFjZTRmMGMwZTg3XkEyXkFqcGdeQXVyNDIzNDExOQ@@._V1_.jpg
17,20,Regarding Margie,7 May 2006,After hitting her head on a stool Marge suffers from amnesia. Slowly but surely memories are starting to come back\comma except memories about Homer.,https://m.media-amazon.com/images/M/MV5BMjgzMWZiZmMtODg1Mi00M2QxLTg2N2MtMWU0Y2RjMGFlMDZhXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
17,21,The Monkey Suit,14 May 2006,After seeing a museum exhibit on evolution\comma in which creation is labeled a myth\comma an outraged Ned Flanders teams with Reverend Lovejoy to blackmail Principal Skinner into requiring creationism to be taught in classrooms\comma eventually at the expense of any mention of evolution. Lisa becomes outraged herself\comma and forms a student organization to teach evolution\comma leading to a creationism vs. evolution trail\comma a la Inherit the Wind.,https://m.media-amazon.com/images/M/MV5BMjExNzA0YTItMzZkZS00OWQ5LTk1ZTktOTJmODYzNmMyODY3XkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
17,22,Homer and Marge Turn a Couple Play,21 May 2006,Marge and Homer try their luck at celebrity marriage counselling.,https://m.media-amazon.com/images/M/MV5BZTViZGE0OTQtYjgzZS00NDE0LTllMGYtMTY5NDMzNTgyODNlXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
18,1,The Mook\comma the Chef\comma the Wife and Her Homer,10 Sep. 2006,When Fat Tony has to take a time-out due to a whacking attempt\comma Homer and Bart take over the business.,https://m.media-amazon.com/images/M/MV5BMTZmMjI2MjQtNzk1Yi00Njc4LWE3YmYtMzk2MThhMzFlZDAzXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
18,2,Jazzy & The Pussycats,17 Sep. 2006,Lisa becomes depressed when Bart becomes a better jazz musician than her. So she decides to set up an animal shelter in the Simpsons' attic.,https://m.media-amazon.com/images/M/MV5BOGZiZDJlZmQtMzRjMS00MDA0LTg0MGYtYThhNzA4YjJjNzk3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,3,Please Homer\comma Don't Hammer 'Em,24 Sep. 2006,Marge begins her own carpentry business\comma but Homer becomes the face of the business because nobody will take a female carpenter seriously. And Bart uses Principal Skinner's peanut allergy to his advantage.,https://m.media-amazon.com/images/M/MV5BZGVjNGE2YzAtMjAwZi00YjUzLWFlYzQtYzdlODAyNGVhODMwXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
18,4,Treehouse of Horror XVII,5 Nov. 2006,A meteorite turns Homer into a rampaging blob with a voracious appetite; Bart brings a Golem to life; an alien invasion hoax turns real.,https://m.media-amazon.com/images/M/MV5BMTc2NjM3NjU3OV5BMl5BanBnXkFtZTgwMzE5MTQ2MjE@._V1_.jpg
18,5,G.I. (Annoyed Grunt),12 Nov. 2006,Homer is duped into signing up for the Army\comma and his hijinks after basic training ultimately results in a military occupation of Springfield.,https://m.media-amazon.com/images/M/MV5BZDZmNjJkYzctZjJiZC00MWVkLTgxZmYtZjAxNjgwNjg5NTA3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,6,Moe'N'a Lisa,19 Nov. 2006,Lisa helps Moe become a distinguished poet\comma but she turns on him when he takes all the credit for his newfound greatness.,https://m.media-amazon.com/images/M/MV5BZTI3ZWE0YTYtZGNiYS00MmY1LTk0MTAtMWUzZjBmY2VlOGIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,7,Ice Cream of Margie: With the Light Blue Hair,26 Nov. 2006,Homer becomes an ice cream man after being fired from the plant\comma and Marge uses his leftover Popsicle sticks to create folk art figures.,https://m.media-amazon.com/images/M/MV5BM2E4NTdjMjQtODI0MC00NWI3LTg1ZjctYjE0MGE2NzUwNWNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,8,The Haw-Hawed Couple,10 Dec. 2006,Bart and Nelson become best friends\comma but Bart surprisingly discovers that the fringe benefits aren't worth Nelson's neediness.,https://m.media-amazon.com/images/M/MV5BMjAzOTk5MjM2Ml5BMl5BanBnXkFtZTgwOTY5ODQ2MjE@._V1_.jpg
18,9,Kill Gil\comma Vol. 1 & 2,17 Dec. 2006,The Simpsons let Gil stay with them during Christmas. However\comma he stays for 11 months because Marge can't tell him no.,https://m.media-amazon.com/images/M/MV5BYWQyMTVhNGItNzBkNC00ZDkzLWE0YmQtYjUxNWRkYjZhMjE3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,10,The Wife Aquatic,7 Jan. 2007,Homer returns Marge to Barnacle Bay\comma where she spent her beloved summer vacations. But when they get there\comma they discover that it is no longer a tourist spot.,https://m.media-amazon.com/images/M/MV5BNDUxMWY5ZmItYzVmNC00YzFkLThhOTktMGUwMmFjMWJhNzM2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,11,Revenge Is a Dish Best Served Three Times,28 Jan. 2007,While Homer tries to get revenge on a driver who cut him off\comma his family warns him of the folly of revenge by telling stories based on The Count of Monte Cristo\comma Revenge of the Nerds\comma and Batman.,https://m.media-amazon.com/images/M/MV5BOTFlMWJmOWYtZDIwZC00NDdjLTg1MzQtYjliZjcwYTZiYjFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,12,Little Big Girl,11 Feb. 2007,Lisa embellishes her family heritage as Native American for a school project; Bart gets a driver's license and develops a relationship with an older girl.,https://m.media-amazon.com/images/M/MV5BMzYyOGQ2NWYtODQzMy00MTY1LTk3MTItYjE0ZTc0MjBmZDE2XkEyXkFqcGdeQXVyNDIzNDExOQ@@._V1_.jpg
18,13,Springfield Up,18 Feb. 2007,A parody of the Up Series of British documentaries\comma in which a filmmaker follows Homer and his friends from grade school into their 40s.,https://m.media-amazon.com/images/M/MV5BOTAxOGQwMDMtODZjNC00Zjc0LTkyODQtYjZmNjYxMDU2NWFhXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
18,14,Yokel Chords,4 Mar. 2007,In this parody of The Sound of Music (1965)\comma Lisa becomes a tutor for Cletus' seven children\comma until Krusty tries to exploit them as entertainers. Meanwhile\comma Bart becomes emotionally attached to his school-appointed psychiatrist.,https://m.media-amazon.com/images/M/MV5BZWYxODYyZWMtN2JhNy00MzdkLThiYzItNDZmN2ZlNjc5ZDY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,15,Rome-old and Juli-eh,11 Mar. 2007,Selma and Grampa fall in love and end up getting married\comma a marriage both Homer and Patty are against.,https://m.media-amazon.com/images/M/MV5BNGMzZWM2MWUtYjM2NS00MjEwLWFiMmYtNzY4YzJmMGIzMDIzXkEyXkFqcGdeQXVyNzg1Njk4NDg@._V1_.jpg
18,16,Homerazzi,25 Mar. 2007,Homer becomes a successful Paparazzi\comma but Springfield's celebrities decide to get their revenge on him.,https://m.media-amazon.com/images/M/MV5BMTU3ZDVkM2UtZThiNi00NDI4LWEzZWYtM2QxNmUzMGEwYjVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,17,Marge Gamer,22 Apr. 2007,Marge decides to find out what there Internet has to offer and soon gets hooked on an online role-playing game; Homer referees Lisa's soccer game.,https://m.media-amazon.com/images/M/MV5BNmNmZDU2YjktYTg4OC00YzA0LTk5NDUtOWVmMjI1NjVhMTlkXkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
18,18,The Boys of Bummer,29 Apr. 2007,Bart becomes the most hated person in Springfield after he is the goat in a championship baseball game\comma and Homer's new job as a mattress salesman ruins his and Marge's sex life.,https://m.media-amazon.com/images/M/MV5BZmZjMDQyZTAtYzNhOC00ZTcwLTlkOTMtZTdhYmU5ZjRmN2Y1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_.jpg
18,19,Crook and Ladder,6 May 2007,Homer\comma Moe\comma Apu and Principal Skinner become volunteer firefighters. But just because they're not getting paid doesn't mean that they can't find a way to receive compensation.,https://m.media-amazon.com/images/M/MV5BYTUzYTkxMWEtYzE0Ni00Y2NiLTllMGYtMzI3OGUyMDI1NzU0XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
18,20,Stop or My Dog Will Shoot,13 May 2007,Homer unwittingly drags the family into a cornfield maze after attempting to leave a boring Harvest fest that Marge brought them to. When everyone except Homer escapes\comma Santa's Little Helper rescues him and becomes the town hero. So the Simpsons enroll him in Police Dog Academy where he's teamed with Lou.,https://m.media-amazon.com/images/M/MV5BZDcyNTg3YjMtOTNjYi00NWYzLWJmMzItY2Y5MTA4ODczYjJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkzNzQ4MzA@._V1_.jpg
18,21,24 Minutes,20 May 2007,Bart and Lisa join forces to stop the school bullies from setting off a stink bomb at the school bake sale.,https://m.media-amazon.com/images/M/MV5BMzZhN2NlNTItMmFjMS00NDFiLTg2YTAtNzM0OTIyYjQ4Njg4XkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
18,22,You Kent Always Say What You Want,20 May 2007,After Kent Brockman is fired as a news anchor\comma he and Lisa use the Internet to expose the Fox News Conspiracy.,https://m.media-amazon.com/images/M/MV5BY2Y1M2QzNDItNjUxNC00MDAyLWI4MzQtZjJiN2Q3ZTRiN2RkXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
19,1,He Loves to Fly and He D'ohs,23 Sep. 2007,Homer falls in love with private planes after taking a flight to Chicago with Mr. Burns. So Marge hires Homer a life manager to help him think positively and find a job that will allow him to fly for a living.,https://m.media-amazon.com/images/M/MV5BM2Y0ZmNkMTMtMmRmNy00YTA2LWExNjgtMWFhNmZmNTc4YWQxXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
19,2,Homer of Seville,30 Sep. 2007,Homer becomes an opera star after an injury improves his singing voice. His newfound popularity forces him to hire a personal assistant\comma who turns out to be an obsessed stalker.,https://m.media-amazon.com/images/M/MV5BMTg1MDFiOWItM2VhYS00YTk5LWEzMGUtZTYxMGRjNGNlMGJhXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
19,3,Midnight Towboy,7 Oct. 2007,Homer becomes the most hated man in town after he becomes a tow truck driver\comma and Marge teaches Maggie to not be an over-dependent baby.,https://m.media-amazon.com/images/M/MV5BZTNmZGNhODktYWU3Yi00YmMzLTkwODQtYjdmZDQ4ZjBhODgzXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
19,4,I Don't Wanna Know Why the Caged Bird Sings,14 Oct. 2007,Marge promises to visit a convicted bank robber in prison\comma but is afraid to follow through. But when the convict escapes from prison\comma Marge is the first person he pays a visit to.,https://m.media-amazon.com/images/M/MV5BYjc0ZTNjNzUtYWQ5MC00NzMxLThiNDQtZjRhYWU3ZDA4YzA5XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
19,5,Treehouse of Horror XVIII,4 Nov. 2007,The eighteenth Simpsons Halloween Special features parodies of the movies E.T. and Mr. and Mrs. Smith.,https://m.media-amazon.com/images/M/MV5BMjI0MzE2MDA3OF5BMl5BanBnXkFtZTgwNDc4MzQ2MjE@._V1_.jpg
19,6,Little Orphan Millie,11 Nov. 2007,Milhouse's parents are lost at sea\comma which causes him to become a troubled loner. But his new persona makes him the new most popular kid at school\comma which sparks jealousy in Bart.,https://m.media-amazon.com/images/M/MV5BMTIwOTQwOTgtNjg0ZS00NzhhLWFjYWQtZDY1Y2ViMzNiNzdkXkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
19,7,Husbands and Knives,18 Nov. 2007,When Marge becomes a successful businesswoman\comma Homer becomes worried that she will dump him for a trophy husband. Therefore\comma he decides to have plastic surgery to make himself look like a hunk.,https://m.media-amazon.com/images/M/MV5BMTBjNzQ4N2QtNDE1Ny00YzNlLWIwMjAtMTk3YmI4ZWY0MzQ2XkEyXkFqcGdeQXVyNzE1ODMzMTg@._V1_.jpg
19,8,Funeral for a Fiend,25 Nov. 2007,Bart is responsible for Sideshow Bob's death after his latest attempt at revenge is foiled\comma but is his death actually part of the plan?,https://m.media-amazon.com/images/M/MV5BMGY0NjhjZGYtMjY4ZC00NTEwLWIwMjAtZThkYjUwNzljMjk4XkEyXkFqcGdeQXVyNzE1ODMzMTg@._V1_.jpg
19,9,Eternal Moonshine of the Simpson Mind,16 Dec. 2007,Homer goes to Dr. Frink to help him recover his memories from the night before\comma and he discovers\comma based on his interpretation of the memories\comma that Marge is having an affair.,https://m.media-amazon.com/images/M/MV5BMTA3NDAxMTYzNzdeQTJeQWpwZ15BbWU4MDY3ODM0NjIx._V1_.jpg
19,10,E Pluribus Wiggum,6 Jan. 2008,Springfield becomes the site of the first presidential primary. The townspeople soon get sick of all of the presidential candidates sucking up to them\comma and decide to support their own write-in candidate: Ralph Wiggum.,https://m.media-amazon.com/images/M/MV5BNGI2ZmRiNjktYjZmYS00ZGVlLWEwYzUtNzk0NzY3YjBmMzFkXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
19,11,That '90s Show,27 Jan. 2008,Homer and Marge tell the kids about their life in the early 1990s before they were born\comma when Marge was enrolled in Springfield College and Homer was the lead singer of a grunge rock band,https://m.media-amazon.com/images/M/MV5BYjU2N2Y5NTQtOTQyMS00NGVlLTk4MmQtYzM5NTkzOTg3ZjY4XkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
19,12,Love\comma Springfieldian Style,17 Feb. 2008,A series of romantic Valentine's Day parodies based on Bonnie and Clyde\comma Lady and the Tramp\comma and Sid and Nancy.,https://m.media-amazon.com/images/M/MV5BZjlhY2UzM2QtNjk1YS00Y2Q4LTgwYmUtNDllMjhlMTEzODhhXkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
19,13,The DeBarted,2 Mar. 2008,The new prankster in Bart's fourth grade class actually turns out to be a mole brought in by Principal Skinner to infiltrate Bart's inner circle. Homer falls in love with his loaner car after Marge wrecks their old one.,https://m.media-amazon.com/images/M/MV5BNmQzMDAxYWEtMTk3NC00NWZlLTk4YWItNTFlZTNkZjQwYzc0XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
19,14,Dial 'N' for Nerder,9 Mar. 2008,One of Bart's pranks results in Martin's death\comma but Lisa doesn't want him to confess because she would be considered an accomplice. Marge hires a television crew to find out if Homer is cheating on his diet.,https://m.media-amazon.com/images/M/MV5BNGJkMDUyOTYtNjI4MC00MDY4LWJjN2MtYzQ0ZjE4NDllNDE2XkEyXkFqcGdeQXVyMjU2MDMzODA@._V1_.jpg
